id,age,income,highest_degree,self_learning_hours,favourite_domain
94342,57,46,Master,3.15,Cybersecurity
94343,62,73,Bachelor,0.4,AI
94344,28,60,Master,3.44,Cybersecurity
94345,28,90,PhD,1.94,Business Analytics
94346,25,68,PhD,0.54,AI
94347,69,47,PhD,2.95,AI
94348,45,68,High School,1.7,Business Analytics
94349,22,61,Bachelor,1.98,Business Analytics
94350,27,6,Bachelor,1.97,Data Science
94351,48,12,Bachelor,0.66,Cybersecurity
94352,37,9,PhD,0.95,AI
94353,45,16,Master,2.92,Software Engineering
94354,62,87,PhD,3.86,Business Analytics
94355,20,5,Bachelor,1.97,Cybersecurity
94356,36,83,Bachelor,1.33,Data Science
94357,48,90,PhD,3.67,Cybersecurity
94358,28,6,Master,2.2,Data Science
94359,20,15,PhD,2.37,Cybersecurity
94360,62,43,PhD,1.28,Business Analytics
94361,47,67,Bachelor,2.76,AI
94362,46,96,Master,1.63,Cybersecurity
94363,25,51,Bachelor,3.92,Business Analytics
94364,36,11,PhD,2.15,AI
94365,60,41,PhD,2.05,Software Engineering
94366,52,61,Bachelor,3.45,Software Engineering
94367,56,11,Master,3.84,Data Science
94368,56,95,Master,3.72,Software Engineering
94369,18,87,PhD,2.65,Business Analytics
94370,26,64,Bachelor,0.66,AI
94371,46,49,Master,0.62,Data Science
94372,36,83,Bachelor,3.09,Cybersecurity
94373,32,93,PhD,2.27,AI
94374,44,8,Bachelor,1.5,Software Engineering
94375,19,80,Master,1.72,Business Analytics
94376,42,85,Master,3.93,Cybersecurity
94377,32,6,High School,0.08,AI
94378,48,34,Bachelor,0.5,Cybersecurity
94379,47,69,PhD,3.67,Data Science
94380,64,69,Master,2.79,Cybersecurity
94381,44,31,PhD,3.87,Business Analytics
94382,42,52,PhD,2.4,Business Analytics
94383,31,40,PhD,1.86,Cybersecurity
94384,45,43,High School,3.69,Cybersecurity
94385,38,43,Bachelor,0.21,AI
94386,63,89,High School,0.61,Business Analytics
94387,69,70,High School,3.77,Software Engineering
94388,57,14,Bachelor,0.79,Software Engineering
94389,65,36,High School,1.86,Software Engineering
94390,36,29,Master,1.41,Software Engineering
94391,61,44,Bachelor,3.51,Cybersecurity
94392,26,8,High School,0.26,Software Engineering
94393,66,66,Master,1.85,Cybersecurity
94394,26,79,Bachelor,1.73,Business Analytics
94395,62,93,Bachelor,0.23,Cybersecurity
94396,42,20,PhD,2.38,Cybersecurity
94397,64,61,High School,3.06,Software Engineering
94398,65,55,PhD,2.05,Data Science
94399,27,16,PhD,1.64,Cybersecurity
94400,70,84,Master,2.22,Cybersecurity
94401,30,59,Bachelor,0.02,Cybersecurity
94402,31,25,PhD,0.05,Software Engineering
94403,33,17,PhD,1.26,AI
94404,62,28,Master,1.8,Cybersecurity
94405,65,70,High School,0.8,Cybersecurity
94406,56,18,PhD,0.83,Software Engineering
94407,59,100,High School,1.97,Data Science
94408,24,40,Master,0.72,Software Engineering
94409,58,65,Bachelor,3.72,AI
94410,54,21,PhD,2.87,Business Analytics
94411,34,40,High School,3.51,Cybersecurity
94412,51,68,High School,0.22,Data Science
94413,24,50,High School,3.38,Data Science
94414,64,44,PhD,1.83,Cybersecurity
94415,29,33,PhD,1.03,AI
94416,62,89,Master,0.77,Data Science
94417,20,27,Bachelor,3.88,Data Science
94418,29,27,PhD,2.81,Business Analytics
94419,43,46,PhD,2.73,Data Science
94420,28,95,High School,1.72,Cybersecurity
94421,25,98,Master,1.04,Business Analytics
94422,56,56,Bachelor,2.93,Cybersecurity
94423,56,51,Master,0.12,Data Science
94424,64,64,PhD,3.03,Business Analytics
94425,65,76,Bachelor,1.52,AI
94426,31,33,High School,1.61,Business Analytics
94427,18,41,Master,2.93,Software Engineering
94428,59,74,PhD,3.57,Software Engineering
94429,61,52,Bachelor,3.4,Software Engineering
94430,48,82,High School,1.08,Data Science
94431,61,90,Master,0.74,Business Analytics
94432,29,82,Master,1.49,Business Analytics
94433,37,33,Bachelor,2.12,AI
94434,39,69,PhD,0.03,Cybersecurity
94435,64,73,Bachelor,2.96,Cybersecurity
94436,24,6,Bachelor,0.03,Software Engineering
94437,38,51,Master,1.33,AI
94438,34,52,High School,2.73,Business Analytics
94439,67,30,Bachelor,2.19,Data Science
94440,44,18,PhD,3.28,Data Science
94441,26,14,Master,2.57,Software Engineering
94442,60,93,High School,3.54,AI
94443,46,76,Bachelor,3.53,AI
94444,31,59,Bachelor,1.51,AI
94445,43,58,PhD,0.7,AI
94446,36,22,High School,1.12,Software Engineering
94447,21,79,High School,1.33,Business Analytics
94448,68,59,Master,1.69,Cybersecurity
94449,25,27,Bachelor,0.8,Data Science
94450,20,74,PhD,0.93,Cybersecurity
94451,24,15,High School,1.03,Software Engineering
94452,42,56,Bachelor,2.04,Data Science
94453,69,9,High School,0.79,Data Science
94454,50,80,PhD,0.1,AI
94455,65,72,Master,2.62,Software Engineering
94456,32,14,Master,0.88,Data Science
94457,70,7,Bachelor,2.34,Software Engineering
94458,18,73,High School,1.58,Software Engineering
94459,45,80,Bachelor,3.91,Business Analytics
94460,40,30,Master,0.61,Software Engineering
94461,69,91,Master,1.25,AI
94462,33,52,Bachelor,1.39,Business Analytics
94463,57,54,Master,3.54,Cybersecurity
94464,56,98,PhD,0.3,Business Analytics
94465,39,68,High School,0.41,Cybersecurity
94466,48,63,High School,1.36,Cybersecurity
94467,18,100,High School,2.48,Business Analytics
94468,44,16,High School,2.29,Cybersecurity
94469,37,52,PhD,2.73,Business Analytics
94470,70,57,Master,0.87,Cybersecurity
94471,45,41,Master,1.52,AI
94472,33,45,High School,0.17,Data Science
94473,67,74,PhD,0.12,Software Engineering
94474,29,17,Master,2.93,Software Engineering
94475,31,34,High School,1.89,AI
94476,63,52,PhD,3.26,Software Engineering
94477,67,47,Master,0.7,Software Engineering
94478,42,48,Master,0.75,Cybersecurity
94479,51,28,Bachelor,3.66,Cybersecurity
94480,40,47,Master,1.77,AI
94481,46,86,PhD,0.45,Cybersecurity
94482,43,49,PhD,3.39,Data Science
94483,44,99,High School,0.68,Cybersecurity
94484,70,48,Bachelor,0.85,Data Science
94485,68,48,Bachelor,1.89,Data Science
94486,66,18,Bachelor,2.97,AI
94487,41,51,High School,1.21,Cybersecurity
94488,25,13,Master,1.06,Cybersecurity
94489,52,78,PhD,1.58,Software Engineering
94490,47,56,PhD,0.63,Cybersecurity
94491,44,37,Master,1.85,Software Engineering
94492,44,39,High School,1.83,Cybersecurity
94493,24,77,PhD,2.77,Business Analytics
94494,48,13,Bachelor,0.44,Data Science
94495,27,30,Bachelor,2.46,Software Engineering
94496,20,42,PhD,0.54,Data Science
94497,19,10,High School,0.24,Cybersecurity
94498,32,52,Master,0.07,Cybersecurity
94499,55,74,High School,0.24,Business Analytics
94500,65,50,Master,2.78,AI
94501,46,17,Bachelor,0.93,Cybersecurity
94502,33,69,Bachelor,2.44,Software Engineering
94503,56,92,Bachelor,0.77,Software Engineering
94504,18,64,PhD,3.59,Business Analytics
94505,43,95,Master,0.75,Software Engineering
94506,44,24,High School,1.0,Data Science
94507,26,44,High School,2.03,Cybersecurity
94508,34,65,Master,0.91,AI
94509,26,18,High School,2.26,Business Analytics
94510,66,11,PhD,0.67,Business Analytics
94511,45,34,High School,0.75,Cybersecurity
94512,41,38,Master,1.22,Business Analytics
94513,39,32,Bachelor,2.35,AI
94514,66,80,High School,3.67,Cybersecurity
94515,69,39,Master,2.4,AI
94516,40,28,Bachelor,0.52,Cybersecurity
94517,41,77,PhD,1.43,Cybersecurity
94518,49,18,High School,3.88,AI
94519,59,14,PhD,2.46,Business Analytics
94520,60,25,Master,2.23,Business Analytics
94521,40,75,Master,3.61,Business Analytics
94522,51,23,Bachelor,1.32,Data Science
94523,60,43,PhD,3.03,Business Analytics
94524,59,56,PhD,1.61,Business Analytics
94525,46,17,PhD,3.38,Software Engineering
94526,33,32,Bachelor,1.8,Business Analytics
94527,54,45,Bachelor,2.04,Data Science
94528,55,14,Master,2.16,Cybersecurity
94529,28,76,PhD,3.13,AI
94530,34,84,Master,2.45,Cybersecurity
94531,22,28,PhD,1.84,Business Analytics
94532,66,27,High School,0.62,Business Analytics
94533,60,12,Master,0.32,AI
94534,65,27,Bachelor,2.76,Software Engineering
94535,28,84,Bachelor,3.64,Data Science
94536,50,98,Master,3.11,Business Analytics
94537,44,37,High School,3.08,Cybersecurity
94538,50,82,High School,3.32,Software Engineering
94539,70,48,PhD,1.25,Business Analytics
94540,62,10,Master,0.52,Data Science
94541,67,43,PhD,2.33,Cybersecurity
94542,57,94,Bachelor,1.45,Data Science
94543,36,66,Bachelor,2.26,Data Science
94544,23,61,Bachelor,3.51,Software Engineering
94545,42,19,High School,0.19,Data Science
94546,49,79,High School,3.92,AI
94547,53,13,Bachelor,0.24,Business Analytics
94548,30,47,Master,0.11,Business Analytics
94549,62,65,Master,0.02,Software Engineering
94550,25,55,Bachelor,3.98,Data Science
94551,50,64,High School,1.49,Cybersecurity
94552,61,74,PhD,2.85,AI
94553,56,16,Master,1.74,Business Analytics
94554,25,43,Bachelor,3.46,Software Engineering
94555,65,32,High School,1.04,Cybersecurity
94556,42,47,PhD,3.05,Cybersecurity
94557,47,44,PhD,3.44,AI
94558,60,84,High School,2.76,AI
94559,52,7,High School,1.05,Cybersecurity
94560,57,29,PhD,0.11,Business Analytics
94561,38,30,High School,1.73,Business Analytics
94562,20,93,Master,1.93,Software Engineering
94563,69,46,High School,1.27,Data Science
94564,29,79,High School,2.21,AI
94565,21,92,High School,2.02,Software Engineering
94566,39,27,High School,1.86,AI
94567,43,12,PhD,3.52,Data Science
94568,52,99,Bachelor,3.18,Business Analytics
94569,19,76,Bachelor,0.39,Business Analytics
94570,33,36,Bachelor,0.84,Data Science
94571,35,14,Master,2.58,AI
94572,21,40,PhD,2.36,Data Science
94573,53,60,PhD,2.15,AI
94574,49,35,Master,3.37,Software Engineering
94575,44,62,Bachelor,1.28,Data Science
94576,41,65,PhD,2.49,Business Analytics
94577,46,24,Master,2.68,Cybersecurity
94578,20,37,PhD,0.34,Data Science
94579,57,18,High School,2.42,Data Science
94580,23,92,Master,3.49,Cybersecurity
94581,33,92,PhD,1.42,Data Science
94582,70,11,PhD,1.94,Data Science
94583,23,14,Master,0.56,Data Science
94584,39,79,PhD,2.19,Data Science
94585,41,81,Bachelor,2.68,Business Analytics
94586,36,58,Bachelor,1.16,Cybersecurity
94587,23,87,High School,0.29,Cybersecurity
94588,22,51,PhD,1.12,AI
94589,45,90,PhD,3.93,Software Engineering
94590,28,64,High School,0.74,AI
94591,26,92,Master,3.34,Business Analytics
94592,40,95,PhD,0.64,AI
94593,18,20,PhD,3.13,AI
94594,33,21,High School,3.56,AI
94595,39,36,Bachelor,1.11,Software Engineering
94596,50,99,Master,1.72,Cybersecurity
94597,38,5,Master,3.34,Data Science
94598,20,48,Master,3.5,Data Science
94599,46,10,High School,1.62,Software Engineering
94600,20,34,PhD,1.45,AI
94601,63,18,High School,1.8,Data Science
94602,47,52,Master,3.66,Software Engineering
94603,25,36,High School,3.33,Software Engineering
94604,26,68,Bachelor,1.91,Business Analytics
94605,24,74,Master,1.92,Software Engineering
94606,33,13,PhD,2.53,Data Science
94607,51,77,Bachelor,3.74,AI
94608,26,30,PhD,1.94,Software Engineering
94609,57,75,High School,1.47,AI
94610,43,79,High School,0.25,Software Engineering
94611,20,50,High School,1.47,Software Engineering
94612,45,82,Master,1.11,Data Science
94613,43,17,PhD,1.48,AI
94614,66,67,Master,3.57,Business Analytics
94615,62,11,High School,0.13,Data Science
94616,21,85,Bachelor,2.47,Data Science
94617,34,54,High School,3.44,Business Analytics
94618,20,32,High School,2.67,Cybersecurity
94619,58,58,Bachelor,3.15,Cybersecurity
94620,40,24,PhD,2.36,Cybersecurity
94621,53,15,Master,3.55,Software Engineering
94622,30,95,Bachelor,1.95,Cybersecurity
94623,67,5,Bachelor,2.44,Data Science
94624,45,57,Bachelor,0.33,Software Engineering
94625,39,8,Bachelor,2.46,Data Science
94626,66,84,PhD,1.22,Business Analytics
94627,61,8,Bachelor,3.0,Software Engineering
94628,51,34,High School,2.92,Software Engineering
94629,64,80,PhD,3.99,Business Analytics
94630,43,52,Bachelor,1.19,AI
94631,67,5,Master,3.09,Business Analytics
94632,67,66,High School,2.86,AI
94633,59,7,Master,1.94,Data Science
94634,40,77,Master,1.15,Business Analytics
94635,68,67,Bachelor,2.98,Cybersecurity
94636,45,32,Bachelor,3.42,AI
94637,69,83,PhD,2.22,Business Analytics
94638,44,22,PhD,2.92,Software Engineering
94639,52,32,PhD,2.84,Software Engineering
94640,40,47,Master,0.67,Cybersecurity
94641,64,25,PhD,0.7,AI
94642,68,69,PhD,3.14,Software Engineering
94643,22,99,High School,0.43,Data Science
94644,45,34,PhD,1.73,Cybersecurity
94645,46,26,Bachelor,2.43,Cybersecurity
94646,65,40,Master,1.33,Cybersecurity
94647,61,39,Bachelor,2.27,Business Analytics
94648,51,78,Master,1.41,AI
94649,49,25,High School,0.26,Data Science
94650,27,24,PhD,2.25,Data Science
94651,21,12,PhD,2.85,Business Analytics
94652,61,81,Bachelor,2.26,Data Science
94653,40,64,Master,2.33,Data Science
94654,43,15,PhD,2.1,Business Analytics
94655,63,74,Bachelor,0.53,Business Analytics
94656,34,12,High School,0.98,AI
94657,44,88,High School,3.53,Business Analytics
94658,49,78,PhD,0.98,Data Science
94659,26,78,Bachelor,2.01,AI
94660,57,32,Bachelor,2.14,AI
94661,28,82,High School,0.35,Software Engineering
94662,44,100,Bachelor,0.34,AI
94663,18,81,Bachelor,2.9,Software Engineering
94664,46,80,PhD,0.16,Cybersecurity
94665,19,45,Bachelor,0.11,Cybersecurity
94666,66,59,PhD,3.78,Data Science
94667,62,63,Master,2.01,Cybersecurity
94668,52,51,PhD,2.1,Cybersecurity
94669,25,11,PhD,0.39,Data Science
94670,25,26,High School,0.4,AI
94671,21,89,Bachelor,2.3,AI
94672,53,42,Bachelor,1.58,Software Engineering
94673,23,18,Master,1.14,AI
94674,62,56,Bachelor,1.82,Business Analytics
94675,66,16,Bachelor,3.02,Data Science
94676,18,58,High School,3.42,Business Analytics
94677,48,31,Bachelor,0.93,Data Science
94678,56,86,Bachelor,3.52,Cybersecurity
94679,56,41,Bachelor,1.66,AI
94680,65,39,Bachelor,0.63,Software Engineering
94681,65,21,Master,1.52,AI
94682,38,61,Master,0.65,Data Science
94683,27,57,Master,1.6,Business Analytics
94684,64,89,Master,3.82,Software Engineering
94685,59,42,PhD,2.34,Business Analytics
94686,52,78,High School,0.99,Software Engineering
94687,64,85,High School,0.75,Cybersecurity
94688,63,40,Bachelor,2.87,Cybersecurity
94689,33,64,Bachelor,3.56,Business Analytics
94690,19,95,High School,1.84,Business Analytics
94691,29,95,Master,3.79,Business Analytics
94692,41,50,Bachelor,1.57,Business Analytics
94693,38,59,Master,0.01,AI
94694,44,12,Master,3.38,Business Analytics
94695,26,97,Bachelor,3.35,Software Engineering
94696,33,20,High School,0.27,Software Engineering
94697,36,14,High School,1.58,Data Science
94698,40,9,High School,0.28,Data Science
94699,70,88,High School,3.88,Cybersecurity
94700,31,92,Master,2.16,Cybersecurity
94701,54,71,Bachelor,0.73,Software Engineering
94702,70,5,Bachelor,0.81,Software Engineering
94703,21,56,Bachelor,0.1,Data Science
94704,70,25,Bachelor,2.52,Software Engineering
94705,35,18,High School,1.04,Data Science
94706,28,48,High School,2.87,Cybersecurity
94707,53,32,Bachelor,2.87,Cybersecurity
94708,24,46,Master,0.2,Software Engineering
94709,21,10,Bachelor,0.91,Cybersecurity
94710,69,85,Bachelor,3.5,Business Analytics
94711,60,74,High School,0.01,AI
94712,66,85,Master,2.14,Data Science
94713,66,18,PhD,1.12,Data Science
94714,29,48,High School,0.72,Data Science
94715,59,79,Bachelor,2.86,Software Engineering
94716,22,45,High School,1.46,AI
94717,65,16,High School,2.35,AI
94718,63,25,PhD,1.93,Cybersecurity
94719,50,97,High School,1.31,Business Analytics
94720,36,14,Bachelor,1.26,Data Science
94721,34,50,PhD,1.24,Software Engineering
94722,47,9,PhD,1.67,Cybersecurity
94723,32,91,High School,1.45,Cybersecurity
94724,57,13,PhD,1.85,Software Engineering
94725,40,16,High School,2.57,Business Analytics
94726,58,43,Master,2.85,Software Engineering
94727,47,23,Master,3.07,Cybersecurity
94728,59,61,Bachelor,0.29,Data Science
94729,48,57,Bachelor,0.89,Business Analytics
94730,51,88,PhD,3.95,Cybersecurity
94731,51,25,PhD,1.35,AI
94732,35,66,High School,2.7,Data Science
94733,45,24,PhD,3.79,Business Analytics
94734,36,49,PhD,0.68,Data Science
94735,29,82,Bachelor,2.48,AI
94736,46,45,High School,2.32,Software Engineering
94737,24,35,High School,3.32,AI
94738,68,98,Bachelor,2.59,Software Engineering
94739,36,69,PhD,0.54,Cybersecurity
94740,45,52,High School,2.5,Data Science
94741,41,74,Master,1.24,Cybersecurity
94742,68,7,PhD,0.87,Business Analytics
94743,22,58,Bachelor,0.85,Data Science
94744,56,7,Master,3.6,Business Analytics
94745,52,30,Bachelor,2.46,AI
94746,41,44,PhD,1.31,AI
94747,60,100,Bachelor,2.67,Business Analytics
94748,60,66,High School,0.57,Cybersecurity
94749,50,56,High School,3.62,Software Engineering
94750,53,32,PhD,3.78,Data Science
94751,42,89,Master,2.71,Business Analytics
94752,65,96,PhD,3.89,Data Science
94753,53,49,Bachelor,1.95,Software Engineering
94754,58,17,Master,1.68,Software Engineering
94755,27,33,PhD,1.15,Data Science
94756,66,93,PhD,1.73,AI
94757,44,65,High School,0.86,Cybersecurity
94758,30,7,Bachelor,0.86,Cybersecurity
94759,43,48,Bachelor,3.72,Data Science
94760,19,56,PhD,0.53,AI
94761,70,34,High School,3.11,AI
94762,41,28,High School,0.71,Cybersecurity
94763,52,91,PhD,1.46,Business Analytics
94764,69,44,High School,1.32,Business Analytics
94765,57,61,Master,1.37,Business Analytics
94766,24,27,Bachelor,3.79,Software Engineering
94767,67,14,Master,0.69,Cybersecurity
94768,41,86,Master,0.18,Business Analytics
94769,57,51,Master,3.78,Software Engineering
94770,32,43,Master,3.17,Business Analytics
94771,65,52,PhD,2.05,Data Science
94772,46,53,High School,3.12,AI
94773,53,86,Master,3.74,Data Science
94774,43,98,Master,0.42,Software Engineering
94775,31,40,High School,2.6,Data Science
94776,47,62,High School,3.46,Data Science
94777,32,15,PhD,2.62,AI
94778,50,70,PhD,1.56,Data Science
94779,30,35,Master,3.16,Software Engineering
94780,36,45,PhD,2.11,AI
94781,42,68,High School,1.01,Data Science
94782,65,100,Master,0.02,AI
94783,45,75,Bachelor,2.44,Data Science
94784,18,75,High School,0.2,Software Engineering
94785,18,48,High School,0.99,AI
94786,26,48,PhD,2.9,Data Science
94787,24,94,Master,0.22,AI
94788,66,76,PhD,3.98,Cybersecurity
94789,47,89,Master,0.24,Software Engineering
94790,65,81,Master,2.32,Software Engineering
94791,61,8,PhD,0.95,Data Science
94792,69,11,Bachelor,3.39,Data Science
94793,51,24,Master,3.71,Cybersecurity
94794,62,9,High School,1.65,Cybersecurity
94795,42,92,High School,1.55,AI
94796,27,56,Master,2.54,AI
94797,28,74,Bachelor,3.75,AI
94798,41,59,Bachelor,2.93,Business Analytics
94799,70,90,Master,2.26,Business Analytics
94800,48,53,High School,2.94,AI
94801,34,91,PhD,2.35,Data Science
94802,22,66,Master,0.29,Data Science
94803,59,51,Master,3.82,Cybersecurity
94804,31,55,Bachelor,1.09,AI
94805,63,19,Bachelor,0.84,Business Analytics
94806,49,69,Master,3.73,Data Science
94807,27,81,High School,2.72,Cybersecurity
94808,61,95,High School,1.81,Software Engineering
94809,40,47,Master,0.88,Software Engineering
94810,64,63,High School,0.75,Cybersecurity
94811,65,63,PhD,2.56,Data Science
94812,50,19,PhD,0.7,Cybersecurity
94813,43,59,High School,2.21,Business Analytics
94814,57,77,Master,1.7,AI
94815,62,41,PhD,2.09,Cybersecurity
94816,34,40,High School,2.16,AI
94817,46,76,Bachelor,3.65,Data Science
94818,24,91,PhD,3.88,AI
94819,41,28,PhD,1.69,Software Engineering
94820,64,11,Master,3.99,Cybersecurity
94821,52,68,High School,1.4,Business Analytics
94822,35,43,Bachelor,3.59,AI
94823,34,17,Master,2.75,AI
94824,60,86,Master,0.34,Software Engineering
94825,44,35,Master,3.43,Cybersecurity
94826,28,10,Bachelor,0.56,Data Science
94827,34,49,Master,3.84,Business Analytics
94828,45,66,Bachelor,3.03,Cybersecurity
94829,52,21,PhD,1.69,Data Science
94830,63,35,Bachelor,3.83,AI
94831,54,82,Bachelor,0.19,AI
94832,37,97,High School,0.48,Cybersecurity
94833,32,64,High School,2.44,Business Analytics
94834,19,52,Bachelor,1.24,AI
94835,45,14,Bachelor,3.03,Cybersecurity
94836,39,56,Bachelor,0.52,AI
94837,36,85,High School,1.81,Software Engineering
94838,63,54,High School,3.42,Data Science
94839,64,82,High School,3.07,AI
94840,47,20,PhD,2.48,AI
94841,47,21,Master,1.81,Data Science
94842,61,68,High School,3.46,AI
94843,28,30,Master,3.0,AI
94844,57,21,High School,0.18,Business Analytics
94845,44,82,High School,2.24,Cybersecurity
94846,26,64,High School,1.74,Business Analytics
94847,60,33,Bachelor,1.23,Data Science
94848,57,100,Bachelor,0.18,Cybersecurity
94849,19,100,Bachelor,2.92,AI
94850,23,64,Bachelor,2.78,Data Science
94851,38,73,Bachelor,1.81,Software Engineering
94852,70,62,High School,3.74,Data Science
94853,47,100,Master,1.77,Business Analytics
94854,28,89,PhD,2.19,AI
94855,46,50,High School,1.99,Data Science
94856,31,95,Bachelor,2.84,Software Engineering
94857,54,51,Master,3.42,AI
94858,21,12,Bachelor,0.55,Business Analytics
94859,32,94,Bachelor,2.46,Software Engineering
94860,41,85,PhD,0.18,Cybersecurity
94861,57,44,Bachelor,0.66,Software Engineering
94862,47,12,Bachelor,0.73,Software Engineering
94863,44,78,PhD,0.85,AI
94864,48,55,High School,0.69,AI
94865,67,72,PhD,2.21,Data Science
94866,57,62,PhD,3.81,Data Science
94867,58,97,High School,2.75,AI
94868,48,62,Master,0.03,Data Science
94869,52,44,Master,2.02,Cybersecurity
94870,42,48,PhD,1.36,Cybersecurity
94871,49,70,Master,0.65,Business Analytics
94872,65,34,Master,0.32,AI
94873,68,49,Bachelor,2.48,Cybersecurity
94874,34,32,Bachelor,3.81,Software Engineering
94875,41,92,Master,3.47,AI
94876,41,69,Master,2.85,AI
94877,46,45,Bachelor,3.2,Cybersecurity
94878,41,98,Bachelor,3.84,Data Science
94879,28,19,Master,2.37,Business Analytics
94880,45,86,PhD,1.3,Software Engineering
94881,51,26,Bachelor,2.69,Business Analytics
94882,39,88,Master,1.85,Data Science
94883,51,40,PhD,3.18,Cybersecurity
94884,25,78,Master,0.83,Business Analytics
94885,29,26,Bachelor,1.81,Data Science
94886,70,60,Bachelor,0.1,Business Analytics
94887,28,42,Master,2.21,Software Engineering
94888,49,5,Bachelor,2.45,Software Engineering
94889,60,36,PhD,2.93,Software Engineering
94890,69,8,Master,2.21,Business Analytics
94891,49,85,PhD,1.03,AI
94892,21,88,Bachelor,0.7,Cybersecurity
94893,67,65,PhD,2.21,Software Engineering
94894,28,43,PhD,3.22,Business Analytics
94895,67,90,PhD,2.86,AI
94896,20,52,High School,1.04,AI
94897,21,50,PhD,2.33,Software Engineering
94898,43,83,High School,1.19,Cybersecurity
94899,27,48,Bachelor,3.81,Data Science
94900,21,44,High School,1.18,Cybersecurity
94901,25,17,Master,1.57,Cybersecurity
94902,27,50,High School,0.77,Software Engineering
94903,19,52,Master,0.19,Data Science
94904,34,21,Master,1.44,Cybersecurity
94905,64,52,PhD,2.04,Software Engineering
94906,54,15,Bachelor,1.38,Data Science
94907,42,11,Bachelor,2.23,Cybersecurity
94908,31,43,Bachelor,1.93,Data Science
94909,60,40,PhD,2.39,Data Science
94910,26,18,High School,3.97,Business Analytics
94911,41,7,Bachelor,0.69,Data Science
94912,58,85,High School,3.06,Software Engineering
94913,67,5,Bachelor,3.09,Cybersecurity
94914,27,75,Master,2.86,Business Analytics
94915,63,56,High School,1.2,Cybersecurity
94916,46,42,Master,2.23,Data Science
94917,46,17,Master,1.67,Business Analytics
94918,65,64,Master,3.32,Business Analytics
94919,70,63,PhD,2.33,Cybersecurity
94920,66,83,Master,2.75,AI
94921,33,22,PhD,3.03,Data Science
94922,47,41,PhD,1.82,AI
94923,27,14,PhD,0.62,Data Science
94924,63,74,High School,3.31,Data Science
94925,63,12,Bachelor,0.27,Software Engineering
94926,68,52,Master,3.4,Business Analytics
94927,36,8,Bachelor,0.19,Cybersecurity
94928,43,46,Master,1.8,Cybersecurity
94929,25,83,PhD,2.85,Data Science
94930,31,97,Bachelor,0.83,Cybersecurity
94931,52,6,Bachelor,3.46,Software Engineering
94932,44,22,Master,0.35,Software Engineering
94933,21,72,PhD,3.3,Business Analytics
94934,53,83,Bachelor,1.48,AI
94935,21,28,High School,3.67,Software Engineering
94936,67,7,High School,2.16,Software Engineering
94937,25,63,PhD,0.68,Cybersecurity
94938,63,71,Bachelor,0.85,AI
94939,29,25,Master,0.35,Business Analytics
94940,18,49,PhD,1.45,AI
94941,26,66,Master,2.34,Business Analytics
94942,35,91,PhD,3.82,Data Science
94943,63,69,High School,3.4,Cybersecurity
94944,19,13,Bachelor,3.54,Cybersecurity
94945,29,99,Master,3.54,Cybersecurity
94946,49,95,Bachelor,1.95,Software Engineering
94947,66,18,Master,3.57,AI
94948,37,87,Master,2.91,Software Engineering
94949,31,37,Master,0.01,Cybersecurity
94950,22,54,Master,1.09,Cybersecurity
94951,58,44,Master,0.89,Data Science
94952,21,90,Master,2.18,Business Analytics
94953,25,61,Master,0.29,AI
94954,27,62,High School,3.45,Cybersecurity
94955,43,32,High School,0.22,Data Science
94956,32,94,Master,2.57,Cybersecurity
94957,57,93,Master,3.54,AI
94958,59,6,High School,0.33,AI
94959,66,32,PhD,3.69,AI
94960,32,84,Master,2.06,Software Engineering
94961,41,73,Bachelor,0.72,Business Analytics
94962,27,98,PhD,0.03,Software Engineering
94963,20,68,High School,2.32,Data Science
94964,20,70,Bachelor,0.77,Data Science
94965,62,22,PhD,1.22,Data Science
94966,68,84,High School,3.98,Data Science
94967,37,22,High School,3.97,Software Engineering
94968,66,37,High School,0.73,AI
94969,36,94,Master,2.05,Cybersecurity
94970,23,42,Bachelor,3.88,AI
94971,64,68,Bachelor,2.42,Data Science
94972,51,95,Bachelor,0.46,Business Analytics
94973,25,74,PhD,3.14,AI
94974,58,38,PhD,3.54,AI
94975,42,86,Master,0.79,Data Science
94976,42,68,High School,3.46,Business Analytics
94977,58,63,High School,3.53,AI
94978,58,62,High School,0.43,Cybersecurity
94979,57,13,High School,3.06,Software Engineering
94980,31,46,PhD,3.3,Business Analytics
94981,37,78,Bachelor,1.86,Cybersecurity
94982,37,16,Bachelor,0.68,AI
94983,37,17,PhD,0.74,Data Science
94984,37,76,Master,3.69,Software Engineering
94985,54,48,Master,0.6,Business Analytics
94986,27,95,Bachelor,2.46,Software Engineering
94987,38,65,High School,3.07,Business Analytics
94988,21,15,PhD,3.55,AI
94989,28,30,PhD,0.02,Software Engineering
94990,51,71,Bachelor,1.18,AI
94991,46,32,PhD,1.47,Business Analytics
94992,45,77,PhD,2.23,AI
94993,23,36,Master,0.3,Business Analytics
94994,65,34,Bachelor,3.3,Cybersecurity
94995,34,73,PhD,3.82,Business Analytics
94996,70,18,High School,2.48,Cybersecurity
94997,54,59,Master,0.28,AI
94998,43,42,Bachelor,2.72,AI
94999,69,48,Bachelor,0.36,Software Engineering
95000,43,45,Master,3.23,Data Science
95001,27,78,Master,3.87,Cybersecurity
95002,68,16,PhD,3.19,Business Analytics
95003,61,65,PhD,3.1,AI
95004,30,82,Master,2.31,Cybersecurity
95005,70,83,Master,2.24,AI
